USER_LATITUDE,USER_LONGITUDE
54.3846987191659,18.590612240354503
54.3711121873504,18.58847326466315
54.39991456970037,18.597793632767516
54.379846677519815,18.608616175489885
54.37813731308331,18.59603274550443
54.39895342667417,18.619491180073084
54.384107030091755,18.60264865780452
54.37325085634059,18.611463528330997
54.39438966114488,18.590996779890446
54.38269391398604,18.597280336558757
54.38111544834347,18.595282193526895
54.373344367916864,18.60489566350783
54.38549032494525,18.611396209115046
54.382811557628926,18.60083435926515
54.389184495059894,18.59136785632675
54.37658849066879,18.614264894900547
54.3939922867325,18.606991649804776
54.37974444707947,18.60369331383582
54.401627598923376,18.60676888890701
54.37880598391787,18.603183147949522
54.37994579359748,18.604699354829418
54.38354887125732,18.58862394136396
54.40375138950521,18.597476489237767
54.40698493884681,18.595824808742798
54.38745798199457,18.60669187612647
54.38005731866483,18.606820197902707
54.368605495910444,18.597668803767498
54.38436120710151,18.58626742839344
54.393353911368074,18.60875596668818
54.386973245851856,18.609572310610872
54.36974583603644,18.60205706660948
54.37871150605911,18.60532557411091
54.39791948650625,18.59847496449501
54.38459189137969,18.614821876274426
54.395244921953655,18.591817033948907
54.38354704752564,18.609997617245313
54.37837239610137,18.602831728462377
54.37123896027343,18.60079303926011
54.38592325975971,18.600507247910507
54.39437067374261,18.601999884752694
54.38882705318359,18.611836163252622
54.39157511864799,18.61777946260535
54.37192437227858,18.590829054739164
54.38140816562566,18.615746380097377
54.401338169726344,18.592931235618956
54.381532157443,18.598919454514114
54.37657424312098,18.611744248627705
54.36661408556643,18.617080310112204
54.39008054398918,18.604344906289384
54.39439166031109,18.60267843183395
54.37618037248238,18.587979627184378
54.40543796119903,18.591870976986737
54.39504621069865,18.59642119413268
54.3939730292149,18.60027964391818
54.393124980571756,18.60173719613971
54.35888636167861,18.612101008830667
54.393854575009186,18.59452646301122
54.3693872652751,18.610593959539703
54.38850541208968,18.60098594137007
54.37815746865382,18.602526651958783
54.36137009453976,18.596568007778945
54.39823670370154,18.599745805733807
54.38558246016169,18.608624150654375
54.37003958408677,18.6121924365851
54.4019426078651,18.602593957326196
54.38928862463125,18.623289304965468
54.36395074121084,18.60022376009435
54.390058931953114,18.600392523508255
54.37450289943975,18.59343565267614
54.38418372065003,18.62134060895535
54.37186053353888,18.60779325660521
54.387762903066495,18.5962200749598
54.380469329319716,18.61989006232982
54.38272079677761,18.607307476650345
54.39005629352853,18.611255581937662
54.38532685600629,18.615958715085025
54.383473372226405,18.614236838778627
54.3873625004848,18.61187339229295
54.36607350513665,18.60971514591686
54.38194646808356,18.609989889863712
54.38304706754362,18.617700341452416
54.39135363967429,18.606493099636328
54.37821753464459,18.599965939666827
54.384738597974035,18.600362062504864
54.3846835192215,18.599082404785495
54.40345831997384,18.60777833899233
54.38950435948563,18.61849175818815
54.37437070173236,18.60490586508322
54.39234787972799,18.59649573769569
54.38148878854073,18.59393708251649
54.38748291704211,18.600278922072228
54.373534723354574,18.596938113055813
54.38934347352962,18.605426326414225
54.36568309745008,18.592516461126344
54.39210437769784,18.601301985915185
54.391489754166244,18.6037651142135
54.373210027190055,18.606655397357624
54.39699773454499,18.603832134951194
54.3763818107509,18.608199852289587
54.373696877764395,18.574915809923827
54.354013961047855,18.60214343554456
54.382134577179826,18.607257908822913
54.37700050747196,18.590562486509743
54.38559708956878,18.6264097289264
54.3843955316415,18.597600750335502
54.39003028008131,18.606276486485402
54.39011260421206,18.60548307880149
54.37431453149986,18.599443430019967
54.3808431655561,18.621422608121453
54.38079018364635,18.602230576456893
54.375151324003475,18.601842916756635
54.359971860527665,18.598385821275404
54.389856812261385,18.600306053725596
54.390881050262905,18.599521129004632
54.38835058275259,18.598924294664222
54.39484639452567,18.598833236527053
54.385386900385356,18.586074833704423
54.39575890673038,18.604131459948565
54.38197490946702,18.594728604977806
54.39479878259878,18.603365745767682
54.38068110707349,18.60474881405519
54.39371018265929,18.600529794663757
54.38426346376819,18.60504457630259
54.39088481821342,18.624690420876206
54.372753086041186,18.59989341312493
54.40017582793142,18.605509321451134
54.40132009354943,18.591246429886255
54.38081188712677,18.60257866603092
54.36101192269935,18.608683614827243
54.38070931385167,18.5892087192637
54.35633183145873,18.609498568702037
54.38122856305343,18.584709407624064
54.38523265341165,18.606114496633023
54.38162227241019,18.598009590207095
54.385840051207104,18.60085435735353
54.36585285337166,18.60740600507368
54.37661682323788,18.601684593175893
54.37988559137358,18.607719831136208
54.39344548442658,18.595322099262788
54.389759971833286,18.62501142770487
54.39563953085647,18.605130708535793
54.388964284180595,18.607265502840608
54.37653812785419,18.60952097049995
54.38084295722384,18.60234543977071
54.37703084209719,18.611352992541992
54.38218777281676,18.611453730179676
54.364687217646726,18.598808561003025
54.379538205161325,18.60114091760282
54.383194110792466,18.602457940232107
54.39087305225993,18.5947803990488
54.38302901572309,18.597851869575308
54.39298746115264,18.624367594330725
54.39503373794219,18.639123246804953
54.38986925847441,18.619886204139686
54.37955451214045,18.609397035223434
54.385972285139665,18.611588938401994
54.381143177689935,18.597722324954074
54.39931789322934,18.608887571597325
54.384483162808785,18.603803638774746
54.38196616844346,18.609098972934362
54.39551976038881,18.611851290469094
54.376162794043815,18.606272487094998
54.40275938566449,18.617828155841803
54.393803425089786,18.60332516967041
54.38579887550774,18.603523830543622
54.37956632987682,18.61041534907317
54.38334091026793,18.62241424050994
54.38073371589969,18.611982639886516
54.39533309131151,18.606160748139732
54.37414271500808,18.607616643966427
54.38872841212262,18.598893253865786
54.3749614127914,18.611738973550263
54.395789939188546,18.59040140224472
54.387924130774074,18.604300746534914
54.38773413080235,18.598881194512362
54.3881887890072,18.610879124480082
54.37824854180553,18.59320781549171
54.38413431512449,18.596599150140772
54.37835225201633,18.60859937543006
54.376157791740695,18.615230549813614
54.38749467750413,18.5887819882293
54.362562835881356,18.583504584595993
54.37344850559738,18.599122093864896
54.387795747116506,18.625286532839418
54.37262699860249,18.60111300446092
54.391837899516545,18.59158210276874
54.379454754357724,18.61299638404961
54.38701281267888,18.598524395349678
54.39156654955553,18.61147835129703
54.37460063788542,18.608204229644446
54.37565246394603,18.596023338190005
54.36613340695051,18.603021911704012
54.378915155087796,18.61727685607261
54.36207061084875,18.601671326847093
54.364017869056134,18.612195168543455
54.379890948109335,18.60520794351081
54.375067847091856,18.60376806966679
54.38153515652419,18.596362595267575
54.37479997774566,18.616685358733086
54.374965678523225,18.58112374479987
54.39491385860214,18.610583467133196
54.37374647752833,18.606687247522913
54.385294873732306,18.59424310444803
54.3821244013597,18.60125718364148
54.38447148473489,18.609361807917104
54.37194519596195,18.599187117035825
54.38440907084871,18.592827517332598
54.3892857779574,18.609704202642334
54.35716385004359,18.594246820571694
54.374664832710685,18.6180549629771
54.3733247854817,18.61010559228744
54.370814573835986,18.61578163750629
54.371252059231736,18.590870523453752
54.396509662837005,18.604076819884316
54.38303959150988,18.610971425216807
54.36931379225274,18.597230380752382
54.385895542007,18.617890241163153
54.39535074945678,18.598595681570682
54.37940544204228,18.61505811889189
54.382934427847346,18.607457753823386
54.37872797071116,18.622455560652586
54.38180323809201,18.6191757581856
54.37897102136246,18.611285420273187
54.38522546322017,18.596085545887668
54.37761710985535,18.610900851673026
54.3883818195023,18.602828027571103
54.389495527759955,18.60995000707241
54.38466474946076,18.610658331426528
54.38220970192572,18.613051143021192
54.36793573521622,18.61168491512622
54.39036443968287,18.614125935682914
54.38284103604829,18.60141700968767
54.38160850017278,18.592799115536398
54.39459964052295,18.609935999136926
54.38104267053955,18.599166056131907
54.40078435713258,18.607046485652383
54.37777175783103,18.59011104140072
54.37753697004565,18.611233408349623
54.39280590422447,18.617905837524326
54.38385414817542,18.603497180850717
54.389193969536706,18.622738885625687
54.37884168521729,18.61705643766054
54.376729811995,18.61212946510395
54.39939814633908,18.6040609708676
54.37927667663884,18.60941878043353
54.385784816298845,18.605326756069434
54.39109138283321,18.589334692724012
54.37402621394793,18.61431978387771
54.38549435968166,18.5943663554798
54.37524682081101,18.604677051435832
54.391561912875545,18.602785813438555
54.36674490612513,18.611455564638867
54.406042978603516,18.612170549334127
54.38664915306776,18.59950367293626
54.387982687810606,18.60463048567144
54.374039405965114,18.62459685810453
54.388586724349885,18.603639566729925
54.37863335330844,18.59063913941698
54.36749448718381,18.605239505008825
54.39073105015465,18.589912927992895
54.38101087232152,18.587515093490243
54.365375647808364,18.600466671918372
54.40725467248208,18.617935436553395
54.371189931252005,18.612174852067785
54.38336421571359,18.58732291049257
54.379705866223766,18.597072898995812
54.371650454520605,18.59990734589673
54.38597713592779,18.605631085698324
54.3666825918148,18.607182456509197
54.38877911855046,18.612478548823407
54.376935990069505,18.605712202489865
54.37205011733591,18.600532663380655
54.377042072866175,18.611642797552953
54.38277036778031,18.592997857826774
54.38888086965929,18.58983554671838
54.36285236019754,18.606926495550827
54.38264937104492,18.611323331069624
54.36743482838803,18.60752891069009
54.35464756792521,18.628040581686538
54.406367408681646,18.607290953341987
54.38257520367308,18.59764155098577
54.38791890323998,18.617235699109695
54.37542589029043,18.6081203826387
54.379876568842725,18.60518417451167
54.37851492297282,18.624367866043215
54.39566494066941,18.597487882893574
54.38276708606948,18.604779279783273
54.395025529802076,18.62966115815508
54.36886493409558,18.599979415906976
54.38598900809309,18.606772314137967
54.3824143724113,18.62410240042723
54.387725091304496,18.61499512244599
54.37268138278643,18.609244411250486
54.376281544199934,18.60233911721242
54.38130578005784,18.61165801515505
54.38608023575573,18.590915455265137
54.38358106220995,18.61842629800286
54.3851661268489,18.59752027934975
54.36215568101299,18.586814941382443
54.37449448248773,18.591586835189503
54.37104134426859,18.602090701533005
54.38134117373997,18.614475803316353
54.39709262742753,18.581964498395248
54.39904196244934,18.60938242725066
54.376006658064306,18.6017591822482
54.37796004396479,18.603659587389473
54.36310057262258,18.606365699616475
54.39556148664314,18.585525770057206
54.378055275108345,18.60193486007405
54.38770114751585,18.604645578011077
54.38910798912134,18.601227075893007
54.379743853375736,18.598674335978004
54.37586805724741,18.61126560961566
54.38587708425736,18.594665394227444
54.38488952248225,18.60748478968814
54.389126283113406,18.614071207609356
54.37135638481622,18.610134363667427
54.39141555678657,18.59757068400411
54.38127188979548,18.586764104196956
54.37746766090037,18.602414230400694
54.370993709349875,18.61158544421735
54.374464061170386,18.60241255422756
54.363567909951456,18.606197400314652
54.393240646185646,18.60306978855695
54.38632849633529,18.591567642202047
54.39121586024713,18.605080181507546
54.38713348583976,18.596060635621306
54.38394829894981,18.605252954923607
54.388531240138136,18.596360405520496
54.39356594762945,18.62302222667634
54.41144265726056,18.6144212758812
54.379965226452825,18.596593866016367
54.378515658319145,18.591278784587303
54.37635100540331,18.61469640321798
54.386711630924474,18.595279852593777
54.392786955833586,18.61215924808148
54.39177945185689,18.61028146710053
54.36142883585954,18.611968236834002
54.37805702232271,18.593337617814502
54.37863492159479,18.593877207412497
54.39273143884153,18.58331048120189
54.37930663616075,18.58449730847643
54.392273227517705,18.606530153976028
54.40187404214788,18.612360655596248
54.38418175041115,18.601354889557477
54.37332889539351,18.594480627697095
54.364207144599874,18.599305222032594
54.39338096120245,18.620026461826743
54.38416501393813,18.610163667484482
54.37643797388219,18.609950749516678
54.40389354326965,18.613386466672235
54.39540887107617,18.599381875663443
54.39020717977456,18.58624227110154
54.37185498735974,18.612506601618076
54.378680421647246,18.599445864181956
54.35836877576832,18.59469237414738
54.3877858250836,18.6053758775877
54.390542367543404,18.61015239789407
54.38672817894519,18.62151590541474
54.3949448408224,18.61576059746353
54.38664051984124,18.60383497526692
54.38170778578656,18.600619851970198
54.39507425031534,18.600126608048217
54.382443135051915,18.61535099512885
54.38544264454959,18.59975807984188
54.38611675784688,18.60345217660725
54.392358365925254,18.610889719772302
54.38811089356859,18.5943692008409
54.388751049652676,18.606533089008284
54.358685318895084,18.600070309225014
54.37594059934667,18.606286905361724
54.36793874939401,18.602483811155526
54.398327466062305,18.605790506548598
54.37140994319245,18.608264664671346
